findDealer,bpFinish,vehQuote,bpStart,tradeIn,incView,quickQuote,searchInv,testDrive,paymentEst,clickCall,avgPageVis,avgSiteTime,naturalSearchVis,bookmarkedVis,paidSearchVis,bannerVis,vehHomeVis,galleryVis
1264,14101,160,15775,20,1487,155,4689,20,12601,22,5.172283264,470.9175154,18689,14949,3094,12415,9002,836
1335,14782,162,16465,18,1603,146,5340,6,13219,19,5.335633689,475.6534518,18925,16909,3030,10017,8450,785
1157,15350,171,16072,22,1563,120,5070,11,13799,28,5.394563441,481.3466322,18274,15637,2817,9751,7989,696
858,12541,99,13168,26,1236,86,3830,6,10942,18,4.865802959,464.5439427,14757,11690,2732,13873,6977,571
724,13513,85,13918,15,1321,78,4101,5,12567,20,6.734522534,481.3699544,13445,10868,7785,986,6664,775
844,13967,112,14172,17,1347,130,4159,9,13463,3,6.670296839,479.3021275,14425,11288,8712,759,7030,761
1053,14798,116,15213,24,1528,119,5138,11,14194,18,5.953251539,482.6095315,14400,17232,9160,690,7147,824
1233,15217,143,16655,14,1746,138,5430,11,14451,8,5.816638638,443.5691646,19623,18831,9403,634,7266,783
1364,15744,169,17470,24,1737,167,5055,11,14465,16,5.846476295,453.1138853,20093,17482,7815,4222,7193,780
1221,15518,178,16506,16,1620,172,5125,3,14638,16,5.781823611,466.4686716,17663,17178,7865,2758,7495,824
1074,15476,156,16671,20,1589,172,5216,16,13974,16,3.181264842,482.2634669,17036,15453,7993,73485,7619,863
1017,16707,161,17132,22,1600,173,4458,6,14675,13,4.947914318,500.2642188,17430,14240,7852,27429,17554,923
934,13881,105,15120,19,1578,87,3441,6,13152,6,6.614269057,475.3040069,16281,12873,7646,10314,7673,951
1326,16003,192,17334,23,1521,180,5152,13,14425,17,5.997626145,483.8588541,16105,16092,9248,5069,7731,861
1327,16224,169,18362,17,1699,202,5984,24,15555,25,6.039670923,486.3268754,17634,16757,9179,6508,8200,996
1293,16945,182,18910,26,1627,182,6009,21,15193,18,6.020086577,471.9727192,17901,16289,8936,6410,8343,982
1375,16579,181,19128,32,1643,169,5603,18,14578,7,5.692018526,472.8833797,17295,16135,9090,9106,7999,963
1307,16675,153,19228,23,1622,173,5760,7,9629,4,4.997092827,470.221766,17771,15731,8844,20506,8414,957
1184,18219,148,20155,30,1796,137,5883,14,5085,12,5.427830776,475.6318734,18410,14654,9381,18291,8884,1098
1176,18242,181,20523,19,1918,162,6043,4,5337,2,5.692100642,471.0200104,19263,13442,9552,15767,8780,1126
1453,17219,176,20289,29,1849,173,6129,10,5407,17,4.8422968,469.0768347,18384,15493,9137,26123,8193,940
1361,16721,194,19852,25,1681,161,5920,8,4310,20,5.384855073,480.4668324,18025,16424,9542,17267,8929,969
1347,17824,219,19443,35,1635,198,6040,15,4374,12,5.394774243,472.1724982,18450,17808,9840,15809,9860,962
1578,20769,219,21220,38,1866,221,6552,14,4555,9,5.851080833,481.6557854,18421,16243,9429,12032,13633,1177
1359,19427,192,20277,31,1706,195,6388,15,4368,18,5.484595518,480.3318568,18652,15951,9356,16179,12138,1129
1229,20490,175,20816,31,1195,164,6296,22,4516,9,5.93390218,492.2179777,20374,14928,9865,15832,10054,1168
1294,18907,118,19018,34,861,147,5432,6,4130,1,5.916292316,480.2352283,18489,13154,9644,15318,8966,1110
1548,21458,197,21930,38,1651,212,6727,26,4351,27,5.732197569,464.7717552,22465,19352,9885,16928,11837,1221
1563,18178,182,20431,22,1695,193,6683,21,4437,17,5.220485558,471.236554,20318,17174,9541,22672,10862,1133
1415,17121,192,19365,28,1664,224,6436,15,4198,17,5.6095322,470.5951298,19308,16299,8855,14377,10246,1101
1420,16923,177,19422,24,1673,178,6105,13,4024,18,4.920856473,461.6217665,18834,15876,9260,25691,10617,1047
1232,16042,220,18468,21,1492,209,5735,12,3705,5,4.007631085,457.1818046,17730,15355,8912,47766,10311,1047
1235,18682,154,19303,16,1584,165,5648,11,3981,21,5.31167365,482.6778475,18591,14093,9673,26237,10987,1206
1104,18067,154,18405,35,1614,156,5586,13,4153,1,5.348066149,472.1965831,18004,13108,8995,22817,9595,1161
1294,16178,201,17519,23,1595,225,5668,25,3955,19,3.558459186,474.5006558,17259,15684,8824,63742,11509,966
1890,16838,190,18431,14,1602,170,6109,12,4224,33,5.193507168,451.6607585,17532,17829,9596,15346,10911,1078
1418,17301,225,18122,26,1387,159,6057,12,3997,26,5.213199887,465.1685344,17260,17216,9716,18287,12138,1161
1377,16747,184,17621,26,1587,212,5783,13,3983,15,5.494164726,465.5077319,17193,16685,9190,13426,12136,1146
1348,16120,171,17552,18,1455,175,5388,6,3774,12,5.386799604,460.3109614,16916,16397,9493,13784,12309,1153
1109,18164,183,18134,20,1408,185,5918,13,3856,5,5.853255995,478.900487,17580,14837,9846,13204,12162,1179
1153,17516,141,17534,16,1366,165,5465,11,3982,4,5.808092906,466.9876112,17730,13608,9860,13535,12088,1111
1493,16804,165,17922,28,1426,202,5726,25,3678,25,5.507116853,461.1850775,17907,16859,9872,13979,11838,1135
1546,16768,134,17259,34,1916,138,5148,15,6859,11,5.597685684,450.5670945,18526,16559,9603,14940,12230,1152
1351,17048,177,17508,28,1708,172,6180,16,8871,13,5.576254066,444.1149938,16932,16005,9369,14501,11540,1052
1408,18969,141,17612,27,1832,143,6130,32,9555,25,5.781782184,450.7474209,17431,15819,9641,16495,13099,1097
1256,17643,110,17129,18,1723,164,3190,4,8120,24,5.563491478,433.3846134,16848,16762,8915,15243,13689,1071
1183,19500,163,16957,27,1801,198,5568,10,9261,26,6.404340504,486.5660927,17790,14226,9442,11249,13519,1203
1312,20116,137,17209,28,1771,194,5350,17,9018,2,6.360585186,461.1271675,20652,14250,10441,13071,14531,1155
1545,15767,144,14718,20,1715,224,4919,15,7541,31,6.069135881,475.743576,18072,16606,8372,9805,12171,993
1339,18629,171,16316,30,1759,219,6118,20,8988,25,5.752804555,477.6983844,18275,16316,8999,17234,13281,1120
1187,19312,152,17027,32,1824,187,6043,16,9381,29,5.667920652,458.32443,18543,16547,9080,14324,12961,1113
1280,19626,197,17135,27,1498,236,6128,17,9500,24,5.676288715,454.2260902,19108,16776,9035,14497,13009,1077
1084,17050,175,15355,16,1398,223,5085,3,8168,5,5.691872604,466.393246,16049,14136,8615,14833,12143,935
1006,18770,121,16311,22,1554,169,4971,20,9063,8,6.051847639,477.0000534,17215,13675,9016,14641,13809,1068
1088,19189,121,16281,27,1726,172,5207,10,9471,15,6.14688457,471.5965047,18013,12857,9083,14480,13784,1208
1250,19012,170,16228,29,1964,208,5237,6,9412,13,6.071830135,463.9239215,18241,14472,8826,14127,13568,1111
1466,17748,177,14967,30,1837,232,5861,21,9124,22,5.900996746,458.292979,18346,17611,8172,13481,12670,1115
1386,18546,161,16547,22,1674,231,4743,15,9015,12,5.873195538,474.2885515,17235,16292,8363,14256,12160,1053
1472,15703,145,13830,25,1404,188,4194,6,7633,31,5.657130472,460.9245989,16379,15311,5367,12970,10906,884
1325,15741,137,13203,21,1509,208,4228,8,7649,21,5.80377897,453.5370744,17157,13843,5029,12552,10469,840
1077,17925,191,14302,27,1539,232,4278,19,8342,5,6.261196962,472.6102023,18895,13689,5676,12837,12148,912
1049,17690,152,13867,22,1538,204,4509,20,8646,3,6.261392097,475.4699308,18168,12521,5894,13234,12570,950
1142,16720,139,14068,15,1280,174,4361,17,8122,31,6.065434147,468.4754756,17974,15121,5248,10276,10086,823
1307,18468,167,13824,9,1600,179,4560,32,7613,17,6.109898362,464.6842409,19676,16499,3511,7627,8428,738
1290,17106,130,13760,34,1644,194,5143,26,8679,18,6.324327115,467.7221511,20846,16524,3673,6439,9230,808
1259,18703,208,14037,37,1494,266,5682,7,9227,24,5.216844957,476.0599108,22188,17178,3889,25705,9732,777
1097,19941,159,14557,33,1497,239,6022,15,9227,10,6.102464924,471.2973174,24026,16120,4121,14565,10885,796
947,21976,147,15529,25,1582,265,6387,19,10333,9,6.907845158,490.5843007,25266,15106,4423,8996,11529,876
1111,21840,151,15387,49,1333,216,6231,15,11029,6,7.056444041,468.8854529,25615,15307,4217,6682,12021,870
1604,25900,230,18488,51,2154,367,8898,22,13108,34,6.808819367,464.0499953,28075,19787,4293,6460,11707,928
1534,22679,220,16922,44,2006,315,8268,27,11631,13,6.882188243,462.2306375,26582,19324,4306,5762,11421,852
1361,22636,204,16682,33,1693,244,7351,27,11034,17,6.44090217,449.6797369,25729,18280,4390,10323,10961,763
1368,21145,185,15678,34,1639,222,6719,43,10255,16,6.546914089,448.005563,24379,17333,4468,8133,10567,883
1468,18743,193,14567,26,1578,166,5479,20,9123,19,6.292887998,439.2521691,23286,16512,4047,7688,10324,796
1090,21857,183,15595,43,1740,237,6636,31,10232,31,6.642704132,443.9693495,24272,15245,4497,9600,11165,888
1073,20298,143,14348,28,1626,187,5893,10,9577,7,6.683061873,440.3514588,22362,13443,4281,8928,10578,834
1285,19504,175,14950,32,1594,203,6563,18,9292,28,6.089556846,428.0608857,22061,16569,4179,11465,10202,788
1171,19656,173,14547,18,1610,257,6425,27,9733,30,6.241248494,435.7421367,20995,16559,3938,9964,10000,741
1714,17982,142,13909,32,1629,195,6065,16,8905,39,6.068062988,418.8220987,20421,16826,3959,9873,9387,709
1273,17188,154,12275,22,1338,192,5713,23,8438,17,5.886049872,417.1150189,19583,15063,3914,12980,9344,732
1168,17712,139,12593,34,1710,171,5882,20,8653,21,5.867783902,412.6006977,20540,15137,4036,14136,9806,752
1004,19782,141,13153,28,1783,166,5981,19,9583,19,6.362472406,430.6871709,21745,14152,3721,12870,10411,892
1098,19037,143,12479,31,1850,183,6052,13,9132,5,6.387358724,420.409114,20889,13261,3711,12548,9742,816
1296,18590,157,13182,34,1760,196,6062,17,9319,23,6.133708932,421.1459914,20534,16926,3486,11882,9934,841
1228,18010,173,13625,23,1901,225,6281,13,9337,23,5.796482305,409.4694914,19764,16235,3637,15048,10271,805
1092,17979,167,13654,24,1761,192,6368,17,9310,15,5.984058914,416.0306355,19995,16033,3567,13828,9482,675
1178,17155,159,13245,18,1724,188,5992,38,8746,20,5.915008822,424.0321794,19544,15949,3305,12911,9661,724
1042,16616,153,13320,27,1566,168,5771,16,8174,33,5.763206507,403.9583506,19518,15494,3169,14686,9233,716
1042,18021,152,14218,26,1682,208,5910,17,9117,11,6.17553332,420.4336171,20833,14429,3596,15097,10180,793
940,16934,124,13182,29,1738,178,5958,13,9084,5,6.219456182,423.1523532,20246,13406,3527,14024,9845,802
1210,15358,149,13159,35,1630,166,5463,16,8487,12,5.800601066,411.1066597,18759,15709,3278,12668,8946,698
1118,15744,163,13016,32,1677,206,5544,13,8422,26,5.601994346,409.6599445,19340,16081,3236,16372,8703,781
1085,15403,152,12776,23,1565,182,5275,12,8179,35,6.109116795,424.2953685,19003,15565,3079,10296,8502,725
1012,15762,155,10583,17,2289,185,6016,17,8617,17,7.047938804,472.0979712,19153,15700,3052,8716,8711,754
930,15102,116,9679,23,2128,129,5396,11,8239,27,7.463440098,471.8388243,19083,15046,2656,4275,7289,750
770,16819,125,10093,29,2187,174,5378,15,8163,15,7.956358954,485.3624313,19359,13386,3669,4783,7806,825
762,16746,124,9919,18,2115,154,5776,20,8593,14,8.075474744,473.3326088,19725,12793,3484,4151,8120,761
1064,17555,204,10395,22,2245,197,6114,20,8740,17,7.694493848,471.5087069,18475,16000,5930,4198,7985,788
1011,16268,155,9311,28,2420,168,5242,17,8503,31,7.450816915,451.596073,17495,15128,6535,6100,9715,896
923,16372,165,9336,22,2153,170,5356,14,7939,16,7.065843835,446.1819999,16934,15012,6520,8409,8738,851
961,16546,172,9539,30,2324,192,5979,30,8195,17,7.153134547,447.5869206,16160,14756,8028,8605,9706,969
878,16050,173,9253,20,2255,167,6696,19,8194,15,7.163140062,447.7487043,16566,14366,7966,7628,9767,962
679,18038,160,9840,24,2402,187,6607,14,8863,13,7.533082832,466.1688725,17503,14201,8628,7437,10514,1041
733,17470,144,9484,31,2339,179,6287,16,9131,7,7.894356794,453.4213659,16764,12753,8306,7577,10228,1036
1083,17016,163,9424,28,2521,185,6636,22,8738,30,7.163153071,447.4254876,16175,15434,9085,7260,9926,967
907,16483,174,9217,24,2301,200,6194,26,8300,15,7.138183303,449.0052635,15403,15062,8835,7701,10249,1028
1063,15400,177,9902,19,2312,209,7067,21,7832,20,7.030561513,446.6481358,15724,16212,9468,7819,10375,1123
953,15062,157,8497,18,2295,150,6122,11,7328,22,6.348301046,427.6904838,14434,15862,10645,12129,10555,1132
735,15798,125,8654,35,2447,135,6400,32,7942,9,6.868993698,443.2344845,14965,13112,11085,10631,10879,1128
744,16221,144,9094,21,2414,204,6183,13,7956,17,6.87876782,431.7524516,15382,13232,11523,10276,10787,1076
771,16955,145,9449,28,2588,175,6709,13,8421,8,7.027456762,441.6983208,16021,12713,11653,11208,10744,1098
1028,18994,208,9462,43,2893,233,7235,20,9427,13,7.052345796,453.8316473,15670,15999,12793,10554,11181,1170
1185,18476,183,20393,27,2960,181,7291,19,8760,34,6.867899642,457.1270166,15345,17347,12745,11302,11191,1237
1034,16880,173,21711,39,2758,192,7187,23,8372,33,6.048284004,451.6534586,14416,15788,12288,19029,10504,1083
1011,16982,202,21880,30,2838,209,7416,16,8500,15,6.72982117,455.177209,14285,15519,13140,10753,10372,1131
1146,16717,166,21760,23,2978,163,6539,18,8491,21,6.543989204,438.5987586,18244,15542,8168,12045,8802,910
995,18317,153,23268,35,3022,185,6322,23,9147,23,7.000371609,454.2113317,21963,14597,5177,10652,7864,816
930,16628,171,21262,29,2817,187,6307,22,8774,7,6.931757976,436.0963286,20487,12859,5580,11107,7823,742
1414,17601,172,23766,29,3321,200,7443,15,9641,19,6.550213075,428.2970538,18808,17087,10523,13115,7818,792
1186,17516,161,23523,24,3046,204,6929,15,9175,26,6.585543266,433.5869129,17883,16606,11319,11315,7602,797
1045,17458,179,22559,30,3017,219,6684,14,8636,20,6.39970788,428.5247414,17641,17273,10367,10998,7653,860
1109,17153,184,22284,26,2741,169,5850,17,7672,29,5.97743204,392.5401379,16391,17813,9601,12767,7161,709
1005,15702,167,19279,24,2595,180,5928,42,7316,25,5.753606797,410.549481,15618,14897,9540,15622,7534,739
775,16652,164,21525,20,2545,162,5618,27,7640,5,4.955836715,391.1798959,15471,14836,9745,31416,7189,746
807,16734,133,19370,19,2676,152,6024,17,7479,5,4.883422912,419.405289,15885,12374,10046,35341,7320,743
1177,16575,260,19984,31,2680,274,6542,39,7660,39,6.148249395,422.9523647,16172,17022,11346,8625,7897,793
1051,15724,131,19428,27,1965,195,6123,28,7437,24,6.382521466,433.5584074,15402,15259,11317,6394,7345,789
1071,18273,200,22663,52,4777,323,8320,29,8552,19,5.912298213,399.4019056,16784,15565,8152,11730,7437,895
871,16789,152,20848,38,3070,206,6553,17,7900,22,6.095509633,410.5822755,16037,16581,8009,8756,7485,862
860,16235,130,20309,25,2245,192,5689,15,7792,15,6.3090534,401.8085186,16766,16068,7545,7581,7431,774
646,16216,123,20252,9,2204,165,5303,16,7426,22,6.538749232,405.2562826,16147,13082,8034,8474,7245,711
657,16251,94,21399,9,1892,175,5078,9,7524,3,6.211386999,370.4733664,16922,14088,8214,9324,7684,669
1475,17310,153,21462,26,1902,237,6445,14,8419,50,6.045968138,395.8545663,17802,18331,8179,8822,8687,712
1291,16946,158,20823,23,2682,226,6529,44,8325,31,6.357950525,409.6126555,16917,16471,7701,7364,7830,742
1017,18584,178,23206,28,2233,260,6464,21,8338,29,6.34365589,396.5500114,18506,19598,7786,8435,8558,750
954,16485,146,20786,17,2017,190,6091,22,7675,26,4.352734744,403.5376123,17101,19001,7748,41870,9165,817
846,15465,164,19289,24,1896,192,5574,21,7340,20,4.806322324,411.5788515,16006,14623,7769,31209,8089,749
614,15987,132,19704,33,1835,198,5342,23,7034,4,6.309322882,416.3163274,16703,13767,8087,7717,8360,747
705,18015,142,21383,20,2133,212,6561,11,8738,5,6.80908432,417.0739864,18524,12952,8414,7935,8517,750
1091,18038,145,22331,27,2195,227,7271,31,9182,57,6.445913703,429.0379405,18903,17000,8524,9003,8447,831
1083,19184,155,23706,29,2179,273,7842,30,8812,42,6.119573089,413.4947461,18384,16510,8515,11178,11460,1004
856,17420,180,21758,21,1964,221,7432,26,8336,47,5.964472281,415.1548449,17667,16090,8077,13075,9159,854
1155,16669,150,20733,15,1798,205,6516,11,7731,17,5.901974426,410.089679,17025,17230,8415,12257,8522,787
885,14529,165,18303,17,1755,187,5728,23,6703,21,5.796485699,390.7446586,15416,14170,7824,10751,8300,678
541,13524,127,17254,20,1700,168,4765,20,6412,22,5.774299892,389.1199789,14148,11200,7352,12108,7326,664
556,14589,131,17953,21,1763,202,5131,26,6631,6,6.120362624,400.5962448,14915,10858,7622,11757,7733,681
655,14551,113,17673,29,1868,179,5456,26,7058,6,6.00160409,401.590183,14862,11528,7626,12499,7406,659
988,15516,146,19495,32,1804,180,6527,16,7742,38,6.005963366,407.1355318,15804,16066,8273,10345,7434,699
863,14969,130,18719,13,1716,164,6325,27,7174,23,5.885074581,408.0749531,15789,14783,7426,11308,7275,640
918,15396,159,19360,21,1617,235,6097,19,7060,38,5.821862167,401.8332596,16756,15568,6976,12876,7639,679
774,15433,137,19309,20,1557,185,6509,16,7216,12,5.869590945,403.0699019,17083,14854,6751,11997,7589,646
510,14549,118,18089,28,1456,184,4912,9,6453,22,5.911999211,396.6469757,15624,12507,6328,11716,7366,599
548,13994,146,17093,21,1637,179,5086,17,6204,1,5.765779975,380.7793094,15205,11490,6568,14066,7209,627
898,15171,156,19043,19,1658,190,6378,21,7329,49,5.471584072,391.54486,16662,16022,6664,16800,7800,681
860,13887,166,17890,22,1376,200,6231,23,6977,47,5.498189895,399.1356721,16815,15560,7016,14530,7481,702
804,14781,152,18031,14,1736,197,5931,15,7228,19,6.443610868,427.638429,16018,15845,6643,5729,7102,640
742,13921,162,17444,29,1681,200,5722,20,6828,20,6.025403307,418.288474,15704,15209,6907,9336,8600,726
720,13528,138,17016,22,1690,159,5207,14,6368,16,5.90533057,404.0684603,15523,14478,6454,9466,8582,722
596,13712,115,16803,19,1722,159,5178,24,6653,22,6.221267631,409.5749295,15139,12564,6599,8259,8584,830
521,14629,106,17742,22,1963,159,5551,9,6832,5,6.383453664,407.776158,16698,12081,6863,9228,9389,799
899,15550,182,19381,27,2133,220,7325,29,7921,61,6.20426477,411.2373312,18672,17287,7384,9104,9976,872
979,16340,178,19966,29,2190,232,7704,24,8018,31,6.062690633,420.1804734,18877,18420,7781,10658,10411,864
897,16117,139,19978,35,2134,224,7013,41,8079,22,5.97539424,406.7958436,17990,16726,7479,12168,10061,853
912,16128,189,19757,29,2084,202,6995,17,8103,25,5.750079163,396.9687629,17449,16867,7348,15410,10521,843
830,14385,157,17970,21,1779,178,6142,25,6866,14,5.608708659,382.0872539,16209,14847,7069,14965,9935,777
551,14278,142,18012,22,1813,209,5863,13,6764,14,5.507027092,380.2965221,15097,12560,7349,19082,10767,826
529,15362,98,19025,14,2184,193,6220,19,7541,10,5.748334352,382.5408485,16763,12512,7115,18972,10735,877
1064,15701,166,19567,24,2223,224,7130,24,7577,53,5.644798475,400.3187263,17076,16540,7902,17113,10659,798
1019,15320,149,19073,24,1880,209,6968,26,7390,41,5.560376416,390.5439153,16439,16054,7632,16966,9729,751
1020,14493,145,18593,15,2203,159,6036,17,6586,29,5.495888416,389.5631978,15608,15869,7747,16302,10135,753
1002,14027,147,17811,30,2238,172,6055,24,6511,25,5.384491185,388.6929516,15351,15939,7773,16195,9986,724
952,13359,139,17292,26,1823,178,5818,24,6232,19,5.416176448,386.0999461,14848,14425,7864,15500,9752,748
714,13967,102,17536,22,1956,147,5312,12,6370,5,5.512865355,383.930197,14717,13157,8454,15986,10154,818
622,13738,124,17326,15,2129,167,5164,10,6339,3,5.549350933,374.6216238,15005,11444,8054,17193,10479,765
1139,16226,161,20250,14,2479,214,6664,19,7372,26,5.735776709,393.4915459,17598,16719,8584,16141,10305,820
1090,15030,132,18709,26,2305,203,6585,18,7249,44,5.514398307,393.5725816,16301,15832,8244,16179,10671,779
977,13594,154,17513,22,2149,197,5725,29,6775,27,5.358649048,384.3625765,15093,15080,7919,15688,9872,680
1004,13079,136,16680,26,2097,171,5640,12,6384,34,5.3488117,381.2825905,14586,14227,7897,15183,9432,796
822,12710,108,16616,23,1893,170,5029,14,5872,8,5.375866939,383.0229715,14028,14221,7725,16156,9433,739
729,12281,145,16099,12,1841,149,4564,16,5600,13,5.434202475,370.1842927,13511,11021,7461,16139,9401,677
661,13189,88,16736,16,2309,141,5465,21,6201,1,5.589233074,381.7854896,14809,11197,7839,16795,10039,737
1096,13994,130,18068,21,2422,188,6132,19,6725,49,5.193566108,392.0735545,15812,15066,8043,22489,9823,796
961,13596,151,17458,21,2270,197,5964,44,6504,20,5.428598865,386.7916202,15095,14621,8002,17141,9461,740
976,13290,132,17206,21,2288,174,5879,13,6350,30,5.199988544,387.5649052,14444,13959,8512,20400,9626,676
891,11687,94,15307,18,1703,135,4643,15,5483,21,5.317742264,375.4719237,13070,12985,7763,13096,9132,674